"USER_ID","MERCHANT_ID","AGE_RANGE","GENDER","TOTAL_CLICK","TOTAL_ADD_TO_CART","TOTAL_PURCHASE","TOTAL_ADD_TO_FAVOURITE","PROB"
72051,3356,3,0,3,0,2,0,1
20475,4919,1,0,10,0,1,0,0
35686,4836,2,1,2,0,1,0,0
78222,952,3,1,0,0,1,0,0
78222,2234,3,1,1,0,2,0,0
39471,2483,2,0,4,0,1,0,0
39471,4072,2,0,31,0,1,0,0
59842,2642,3,1,6,0,2,0,0
83463,2533,7,0,17,0,1,0,1
83463,2426,7,0,20,0,1,0,0
44448,1824,5,0,1,0,1,0,0
15935,4018,7,0,1,0,1,0,0
15935,2387,7,0,0,0,1,0,0
36147,2829,3,0,1,0,1,0,0
69393,156,3,0,4,0,1,0,0
69393,3670,3,0,4,0,1,0,0
69393,3239,3,0,5,0,1,0,0
50962,3587,5,0,2,0,1,0,0
50962,1990,5,0,1,0,1,0,0
53722,3759,7,0,4,0,1,0,0
96895,3807,2,1,3,0,1,0,0
99679,2463,3,0,3,0,1,0,0
50818,3965,3,0,2,0,1,0,0
44006,3670,2,0,5,0,1,1,0
44006,1149,2,0,5,0,1,0,0
85541,2171,6,0,8,0,1,0,0
85541,1189,6,0,4,0,2,0,0
9876,3879,2,1,1,0,1,0,0
55648,2124,2,0,1,0,1,0,0
66298,4169,3,0,3,0,1,0,0
42489,276,3,1,13,0,1,0,0
55125,2835,7,1,3,0,1,0,0
31024,2522,2,0,17,0,1,0,0
11234,4836,4,0,4,0,1,0,0
76889,2569,7,0,0,0,3,0,0
23558,334,3,0,5,0,3,0,0
47365,3688,5,0,3,0,1,0,0
4977,1145,7,1,7,0,1,0,0
12785,3928,7,0,1,0,1,0,0
39594,3135,7,0,10,0,1,0,0
24969,501,3,0,1,0,1,0,0
71411,4349,7,1,0,0,1,0,0
105692,2459,3,2,1,0,3,0,0
79326,4939,7,0,3,0,1,0,0
84453,1758,5,0,1,0,1,0,1
104051,1284,5,0,0,0,1,0,0
13975,2548,2,0,0,0,1,0,0
68868,2983,2,0,34,0,2,1,0
83291,2915,2,0,18,0,1,0,0
78759,2402,3,0,0,0,1,0,0
51508,79,7,0,13,0,1,0,0
62769,501,2,0,5,0,1,0,0
51429,2699,3,0,2,0,2,0,0
79304,4826,2,0,1,0,2,0,0
79304,1990,2,0,2,0,1,0,0
82815,4005,3,0,12,0,1,0,0
41791,1841,3,2,0,0,1,0,0
84549,4297,7,1,1,0,1,0,0
84549,3928,7,1,1,0,1,0,0
67276,3965,2,0,2,0,1,0,0
27497,4086,7,0,4,0,1,0,0
97751,4072,4,0,0,0,1,0,1
76151,1324,3,0,12,0,1,1,0
71659,521,7,0,6,0,3,0,0
26895,3579,1,1,1,0,1,0,0
75224,4594,7,1,5,0,1,0,0
85138,4942,4,0,3,0,2,0,0
85138,4209,4,0,1,0,1,0,0
85138,174,4,0,12,0,2,0,0
3688,1884,7,0,7,0,1,0,0
9952,1299,3,2,7,0,4,0,1
53836,4085,2,0,7,0,1,0,0
1652,3337,3,1,3,0,1,0,0
1652,3457,3,1,1,0,1,0,0
48227,2409,4,0,0,0,4,0,0
59056,1505,3,0,3,0,1,0,0
98844,4696,7,0,9,0,2,0,0
9367,4147,2,0,1,0,2,0,0
72595,294,3,0,30,0,1,0,0
25654,1031,7,0,1,0,1,0,0
44495,2102,7,0,4,0,1,1,0
58769,2961,7,0,1,0,1,0,0
88542,4863,4,0,0,0,2,0,0
77043,471,7,0,3,0,1,0,0
64047,3965,7,1,2,0,1,0,0
46173,4103,1,0,2,0,1,0,0
68139,1251,2,1,1,0,1,0,0
20697,441,3,0,1,0,1,0,0
44406,4425,1,0,0,0,1,0,0
54974,4982,3,0,7,0,1,0,0
35510,729,7,0,7,0,1,0,0
60205,2730,4,0,8,0,1,0,0
60205,3202,4,0,3,0,1,0,0
40409,4072,2,0,5,0,1,0,0
93791,4897,3,1,4,0,1,0,0
38373,2979,3,0,1,0,1,0,0
29955,2603,3,0,3,0,4,0,0
29804,4072,3,1,5,0,1,0,0
43518,1031,3,1,31,0,2,0,0
43454,1669,1,0,2,0,1,0,0
61974,1627,5,0,2,0,1,0,0
61974,4061,5,0,4,0,1,0,0
46177,3587,3,0,4,0,2,0,0
62319,350,4,0,16,0,2,0,0
101834,4103,2,0,4,0,1,0,0
98404,4072,4,0,0,0,1,0,0
98404,1031,4,0,1,0,1,0,0
89001,775,7,0,4,0,2,0,0
40157,145,7,0,6,0,2,0,0
95469,1793,2,0,3,0,1,0,0
13338,749,1,1,0,0,1,0,0
100649,1021,7,0,4,0,1,0,0
20631,2889,2,0,0,0,1,0,0
24309,3848,2,0,9,0,2,0,0
96874,1581,2,1,3,0,1,0,0
18502,5,3,1,4,0,1,0,0
64995,2904,1,0,1,0,1,0,0
64995,350,1,0,0,0,2,0,0
64995,2483,1,0,0,0,1,0,0
74139,2234,3,2,0,0,1,0,1
104754,1250,3,1,4,0,8,0,0
75013,168,2,0,3,0,1,0,0
55925,4946,1,0,7,0,4,0,0
37218,4086,7,0,20,0,1,0,0
37218,3067,7,0,5,0,1,0,0
25947,3249,2,1,2,0,1,0,0
85213,3928,7,0,1,0,1,0,0
85213,4982,7,0,1,0,1,0,0
86676,144,2,0,2,0,1,0,0
93797,2004,4,1,1,0,2,0,0
35085,3158,3,0,5,0,1,0,0
41003,168,7,0,4,0,1,0,0
34772,845,4,0,6,0,3,0,0
80436,3381,3,0,4,0,1,0,0
26846,1886,2,0,15,0,1,0,0
67000,3762,5,0,16,0,1,5,0
69838,1307,7,0,0,0,1,0,0
53776,2898,2,1,3,0,1,0,0
59200,3830,4,1,8,0,1,0,0
43275,2920,2,0,11,0,2,0,0
48413,715,3,1,9,0,1,0,1
49318,3962,4,0,0,0,1,0,0
25190,4410,1,0,1,0,1,0,0
25190,1358,1,0,3,0,1,0,0
38694,4845,1,1,1,0,1,0,0
38694,3464,1,1,1,0,1,0,0
83971,3828,2,1,1,0,1,0,0
51128,2459,7,0,5,0,1,0,0
29070,2459,6,0,2,0,1,0,0
29070,2541,6,0,14,0,3,0,0
82892,1243,2,0,8,0,1,0,0
82892,3458,2,0,1,0,1,0,0
74449,1391,1,1,5,0,1,0,0
8829,2920,4,0,10,0,1,1,0
6304,4345,2,1,2,0,2,0,0
30806,716,1,0,1,0,1,0,0
43120,530,4,1,1,0,1,0,0
71970,4821,7,1,2,0,1,0,0
71970,4883,7,1,2,0,1,0,0
65843,3071,3,1,3,0,1,0,0
38440,3572,1,1,26,0,4,0,1
33969,3080,7,0,0,0,1,0,0
80918,4072,3,0,0,0,1,0,0
80918,2480,3,0,0,0,1,0,0
30739,4863,2,1,1,0,1,0,0
84184,1510,2,0,2,0,2,0,0
84184,794,2,0,2,0,1,0,0
59578,1657,7,1,0,0,1,0,0
59578,1960,7,1,0,0,1,0,0
59578,4345,7,1,14,0,1,0,0
40851,2904,3,0,3,0,1,0,0
8131,3039,3,1,5,0,1,0,0
33388,1091,4,0,8,0,2,0,0
33388,2004,4,0,9,0,4,0,0
44645,4772,1,0,5,0,1,0,0
12938,3579,7,0,0,0,1,0,0
12938,4103,7,0,0,0,1,0,0
84466,4211,3,0,11,0,1,0,0
84466,2603,3,0,5,0,4,0,0
100565,2603,2,0,14,0,5,0,0
9942,2402,7,0,7,0,1,0,0
34344,3670,7,0,4,0,1,0,0
31349,1369,1,0,5,0,1,0,0
8935,3772,3,1,2,0,1,0,0
699,3576,5,0,0,0,1,0,0
20273,4134,7,1,6,0,2,0,0
66480,187,3,0,0,0,1,0,0
57110,1636,2,0,13,0,1,0,1
88013,3871,5,1,2,0,1,0,0
88013,4308,5,1,3,0,1,0,0
88013,3864,5,1,1,0,1,0,0
71388,3685,4,0,0,0,1,0,0
11561,521,7,0,16,0,2,0,1
30371,3351,2,1,6,0,1,0,0
80964,2598,2,0,9,0,2,0,0
12310,2445,3,1,23,0,1,0,0
76987,3218,3,1,5,0,2,0,0
85381,898,5,0,0,0,4,0,0
21247,2667,2,2,3,0,1,1,0
2611,637,2,0,1,0,1,0,0
49385,2459,7,0,9,0,1,0,1
93433,2387,1,1,7,0,2,0,0
93455,4845,2,0,16,0,2,0,0
25412,2747,1,0,9,0,1,0,0
33868,1793,5,0,18,0,4,2,0
76174,1973,3,1,3,0,1,0,0
20582,922,1,1,2,0,1,0,0
65281,210,3,0,9,0,1,0,0
2465,3752,3,0,0,0,1,0,0
13222,3444,2,1,4,0,1,1,0
100665,3168,5,0,3,0,1,0,0
40789,922,7,0,1,0,1,0,0
96617,3670,7,0,31,0,2,0,0
103535,3042,2,0,2,0,2,0,0
9518,1245,4,1,5,0,1,0,0
100726,1753,7,2,0,0,1,0,0
5889,3762,4,0,8,0,1,0,0
105181,3864,2,0,1,0,1,0,0
105181,833,2,0,0,0,1,0,0
105181,4594,2,0,0,0,1,0,0
22125,4775,2,1,2,0,1,0,0
47513,4982,5,1,4,0,1,0,0
42264,1586,2,1,10,0,2,0,0
42264,1811,2,1,22,0,3,0,0
74221,2480,2,0,20,0,1,0,0
60141,1971,7,0,7,0,2,0,0
81076,2426,5,0,0,0,1,0,0
40510,4103,3,1,0,0,1,0,0
40510,3790,3,1,0,0,3,0,0
40510,4072,3,1,1,0,1,0,0
4599,2459,7,0,7,0,1,0,0
50633,4161,3,0,6,0,1,0,0
188,1633,1,0,2,0,1,0,0
44412,1119,1,0,2,0,1,0,0
44412,4103,1,0,25,0,4,0,0
13086,604,7,1,3,0,1,0,0
87454,4134,4,1,1,0,1,0,0
87454,3333,4,1,5,0,1,0,0
87454,4345,4,1,1,0,1,0,0
87454,4161,4,1,8,0,1,0,0
30989,4072,7,0,4,0,1,0,1
30989,1472,7,0,21,0,2,0,1
2795,4782,7,0,2,0,1,0,0
81089,2898,2,2,10,0,6,0,0
82928,2582,7,0,1,0,1,0,1
84881,2518,2,0,5,0,1,0,0
14470,4557,7,0,1,0,1,0,0
13809,4886,1,0,9,0,3,0,0
56010,3337,2,0,0,0,1,0,0
17045,780,2,0,6,0,1,0,0
88836,2353,2,0,0,0,1,0,0
88836,3246,2,0,3,0,1,1,0
36569,873,7,0,0,0,1,0,0
5260,3185,3,0,4,0,1,0,0
67379,3100,2,0,2,0,2,0,0
67379,3988,2,0,0,0,1,0,0
80823,4335,3,1,0,0,1,0,0
39580,2829,4,0,4,0,1,0,0
64672,4476,7,0,5,0,3,0,0
45042,998,5,0,5,0,1,0,0
80554,4067,4,0,1,0,1,0,0
80554,2522,4,0,0,0,2,0,0
98343,4103,2,0,13,0,1,0,0
65445,471,5,0,0,0,2,0,1
51267,4051,2,0,0,0,1,0,0
47151,2988,7,0,0,0,1,0,0
47151,4988,7,0,0,0,1,0,0
74556,1155,3,0,0,0,2,0,0
31977,1755,7,2,0,0,1,0,0
31977,4870,7,2,0,0,1,0,0
20825,3797,2,1,3,0,1,0,0
20825,1811,2,1,0,0,3,0,0
39876,164,3,1,3,0,1,0,0
72445,222,2,0,9,0,1,0,0
105529,1629,2,0,5,0,1,0,0
88641,1360,3,1,4,0,2,0,0
88641,1189,3,1,2,0,2,0,0
45196,4836,5,0,1,0,1,0,0
51645,4314,1,0,7,0,3,0,0
33840,4939,2,0,1,0,1,0,0
56339,2422,3,0,2,0,1,0,0
23606,346,1,0,4,0,1,0,0
23606,3084,1,0,6,0,1,0,0
1354,3928,5,0,9,0,1,0,1
34033,965,7,0,9,0,1,0,0
38583,168,2,0,6,0,1,0,0
84117,44,1,0,2,0,1,0,0
82020,168,4,0,5,0,2,0,0
92753,2988,1,0,4,0,1,0,0
41337,4067,2,0,15,0,1,0,0
26802,3509,1,0,1,0,1,0,0
69663,2642,2,0,0,0,1,0,0
11030,4892,4,1,1,0,1,0,0
105151,289,1,1,1,0,1,0,0
69172,2829,7,2,6,0,1,0,0
76754,2815,2,1,1,0,1,0,0
68778,982,2,1,11,0,1,0,0
99862,4772,1,0,12,0,2,0,0
48882,2175,3,0,1,0,1,0,0
48882,2131,3,0,19,0,1,0,0
48882,521,3,0,1,0,1,0,0
48882,4787,3,0,0,0,1,0,0
50695,2339,4,0,1,0,1,0,0
91951,4210,3,0,0,0,1,1,0
21355,1284,2,0,1,0,1,0,0
58879,4345,2,1,2,0,1,0,0
80952,2883,1,1,2,0,1,0,0
74051,156,5,0,11,0,5,0,1
9692,4210,3,1,1,0,1,0,0
88206,4990,1,0,0,0,2,0,0
81463,982,2,0,23,0,2,0,0
25114,1542,4,0,4,0,1,0,0
93025,848,5,0,1,0,1,0,0
93025,2979,5,0,0,0,3,0,0
93025,636,5,0,0,0,2,0,1
66942,1245,3,1,2,0,1,0,0
53985,1793,2,0,3,0,1,0,0
30672,4251,2,1,12,0,1,0,0
30672,1665,2,1,5,0,1,0,0
49534,3692,5,0,11,0,2,0,0
668,3828,3,0,3,0,1,0,0
34136,1491,2,0,9,0,1,0,0
103994,661,1,1,4,0,1,0,0
103994,1665,1,1,2,0,1,0,0
63226,1180,7,0,6,0,1,0,0
23169,2770,7,0,0,0,3,0,0
23004,94,7,0,1,0,1,0,0
32728,3323,2,0,2,0,1,0,0
14906,318,2,0,3,0,2,0,0
14906,2591,2,0,19,0,10,0,0
65708,3464,2,1,2,0,1,0,0
86176,4863,3,0,4,0,2,0,0
23932,814,2,0,8,0,1,0,0
88992,4752,7,0,1,0,3,0,0
103556,3540,4,0,7,0,1,0,0
85219,4027,1,0,0,0,1,0,0
26287,1795,2,1,9,0,2,0,0
8242,2150,7,2,4,0,2,0,0
8242,4775,7,2,2,0,1,0,0
35991,1935,1,0,1,0,1,0,0
32377,873,5,0,2,0,1,0,0
102558,690,6,1,33,0,1,0,1
102558,4103,6,1,6,0,2,0,0
102558,4175,6,1,0,0,1,0,0
38996,1994,7,1,1,0,1,1,0
80328,678,7,1,1,0,2,0,0
27282,264,2,0,0,0,1,0,0
46796,2399,7,2,4,0,1,0,0
8557,2829,7,0,4,0,2,0,0
8557,3457,7,0,11,0,4,0,0
11779,2182,2,0,0,0,1,1,0
44656,939,4,1,2,0,1,0,0
44656,3351,4,1,1,0,1,0,0
59019,4995,3,1,0,0,1,0,0
55671,168,3,0,24,0,1,0,0
74956,3925,2,0,10,0,4,0,1
39551,1688,3,2,2,0,1,0,0
39551,3807,3,2,2,0,1,0,0
58362,3005,2,0,0,0,1,0,0
98881,4752,7,0,27,0,2,1,0
58360,2018,1,0,3,0,1,0,0
91410,2171,5,0,0,0,2,0,1
87346,1324,6,0,21,0,2,0,0
56406,2450,3,0,2,0,1,0,0
83614,2573,5,0,5,0,1,0,0
21784,845,3,1,0,0,1,0,0
21784,4349,3,1,0,0,1,0,0
35038,1243,7,0,8,0,1,0,0
35038,3692,7,0,2,0,2,0,0
17758,1897,3,0,0,0,1,0,0
77384,1189,5,0,6,0,1,0,0
4363,3928,5,0,1,0,1,0,0
47715,2503,3,1,4,0,1,0,0
48134,3323,2,1,1,0,1,0,0
12342,602,4,0,4,0,1,0,0
12342,3848,4,0,4,0,2,0,0
94409,2459,4,0,28,0,4,0,1
94409,3879,4,0,9,0,1,0,0
94409,750,4,0,5,0,1,0,0
92407,4919,7,0,9,0,2,0,0
62772,4086,4,0,2,0,1,0,0
50510,845,2,0,15,0,1,0,0
75030,2845,3,0,0,0,1,0,0
36680,2988,6,0,1,0,1,0,0
10936,3216,2,0,5,0,1,0,0
6537,4594,3,1,5,0,2,0,0
99701,3576,3,0,1,0,3,0,0
53554,4107,2,0,6,0,2,0,0
53554,3772,2,0,2,0,1,0,0
54878,3171,2,1,1,0,1,0,0
45286,1793,2,0,4,0,1,1,0
5917,168,3,2,32,2,7,0,0
34945,3580,7,0,26,0,2,0,1
31813,187,2,0,4,0,1,0,0
31813,1886,2,0,6,0,1,0,0
100280,4476,5,0,1,0,1,0,0
105259,4715,7,2,6,0,1,0,0
8450,4290,1,0,0,0,1,0,0
38168,5,3,1,0,0,1,0,0
35133,3397,3,0,2,0,1,0,0
24609,421,3,1,25,0,2,0,0
16347,939,2,0,18,0,2,0,0
16347,3295,2,0,7,0,1,0,0
90839,4103,3,0,0,0,2,0,0
90839,3056,3,0,0,0,4,0,0
48038,872,7,0,21,0,2,0,1
52139,716,3,0,18,0,2,0,0
52139,168,3,0,0,0,1,0,0
59860,1209,1,1,2,0,2,0,0
54416,3747,2,0,3,0,1,0,0
76376,4476,6,0,0,0,2,0,1
92061,595,7,0,1,0,1,0,0
81230,3159,1,0,2,0,2,0,0
81230,1897,1,0,1,0,1,0,0
37847,1580,5,0,1,0,1,0,1
78095,3965,2,0,7,0,1,0,0
53755,4086,7,0,1,0,1,0,0
56198,4410,7,0,8,0,1,0,0
26893,3337,3,1,10,0,1,0,0
80162,189,5,1,4,0,1,0,1
80162,2426,5,1,2,0,1,0,0
81117,1581,1,1,2,0,1,0,0
91599,3317,7,2,3,0,1,0,0
91599,2534,7,2,3,0,1,0,0
91599,1531,7,2,2,0,1,0,0
91599,4335,7,2,1,0,1,0,0
55210,3080,3,1,2,1,1,0,0
103049,3042,4,0,21,0,2,0,0
49731,4988,5,1,12,0,1,0,0
49731,471,5,1,5,0,1,0,0
38634,2463,4,0,1,0,1,0,0
50159,3470,3,1,7,0,1,0,0
98620,94,4,0,10,0,1,1,0
98620,2356,4,0,5,0,2,0,0
45946,168,1,0,0,1,1,4,0
43924,3818,4,1,1,0,1,0,0
27095,1953,1,0,0,0,1,0,1
45602,679,4,0,3,0,1,0,0
95488,1111,7,1,5,0,4,0,0
1350,3279,1,0,1,0,1,0,0
45719,2429,7,0,1,0,1,0,1
19495,4161,2,0,5,0,2,0,1
21311,44,7,0,2,0,1,0,0
21311,2434,7,0,10,0,1,0,0
21311,4709,7,0,7,0,7,0,0
96075,2815,3,1,13,0,3,0,0
16974,1020,3,1,0,0,1,0,0
40620,1144,2,0,3,0,2,0,0
41257,1886,2,0,4,0,1,0,0
59204,4216,2,0,18,0,3,0,0
59204,1284,2,0,21,0,1,0,0
53220,1994,2,0,0,0,1,1,0
25694,2182,2,0,2,0,3,1,0
25694,3670,2,0,4,0,1,0,0
37770,309,1,0,2,0,1,0,0
715,3100,2,0,2,0,1,0,0
715,4133,2,0,0,0,1,0,0
103345,3879,7,2,2,0,1,0,1
85521,4956,7,0,1,0,2,0,0
85521,4859,7,0,4,0,1,0,0
103317,1886,7,0,2,0,1,0,0
74774,4651,7,0,3,0,1,0,0
60804,1245,7,0,1,0,1,1,0
37267,2422,1,0,4,0,1,0,0
74887,530,4,0,8,0,1,0,0
70525,4712,4,0,0,0,1,0,0
66068,2459,7,1,3,0,1,0,0
75761,3056,2,1,2,0,1,0,0
13828,2667,2,0,0,0,1,0,0
105540,2943,7,0,10,0,1,0,0
79974,4718,2,0,0,0,1,0,0
7675,4982,3,1,1,0,1,0,0
56514,1360,7,0,6,0,3,0,0
88169,3898,6,0,1,0,1,0,0
71546,2127,7,1,2,0,1,0,0
101576,1897,4,0,3,0,2,0,0
45280,2570,1,1,1,0,1,0,0
35885,3246,3,0,1,0,1,0,0
27162,3160,3,0,11,0,1,0,0
27162,2234,3,0,6,0,1,0,0
38097,2829,2,0,5,0,1,0,0
101956,2884,3,1,1,0,1,0,0
68996,4305,5,2,0,0,1,0,0
68996,421,5,2,53,0,4,0,0
68996,44,5,2,3,0,2,0,0
93808,4716,1,0,2,0,1,0,0
93084,3073,6,1,1,0,1,0,0
58134,1897,3,1,7,0,1,0,0
55034,3136,7,0,1,0,1,0,0
101409,872,7,0,8,0,1,0,0
80085,2576,3,0,26,0,4,0,0
26722,5,2,0,0,0,1,0,0
56669,4476,4,0,12,0,2,0,0
26331,2577,1,2,0,0,1,0,0
63982,501,2,0,2,0,1,0,0
27401,1031,7,0,17,0,1,0,1
72765,2211,2,0,46,0,1,0,0
4561,1463,3,0,2,0,1,0,0
40124,4772,4,0,9,0,1,0,0
12572,2414,7,1,2,0,1,0,0
77663,2426,7,1,2,0,1,0,0
86206,4345,1,1,2,0,1,0,0
35959,3470,4,0,2,0,2,0,0
18426,372,6,0,8,0,3,0,0
18426,2165,6,0,49,0,2,0,0
36116,1811,3,0,2,0,1,0,0
59704,3056,3,1,1,0,1,0,0
28009,2234,5,0,2,0,2,0,0
28009,2426,5,0,2,0,1,0,0
28009,3014,5,0,1,0,2,0,1
25354,902,2,1,4,0,1,0,0
57158,4594,2,0,0,0,1,0,0
49263,3617,4,0,1,0,1,0,0
77706,3517,3,1,13,0,2,0,0
98487,4161,7,1,4,0,1,0,1
55374,210,7,0,2,0,1,0,0
57747,2972,7,0,5,0,1,0,0
82712,2522,5,0,7,0,1,0,0
20389,3121,4,0,2,0,1,0,0
10556,1363,2,0,0,0,1,0,0
30700,4072,2,1,1,0,1,0,0
90284,2459,2,0,8,0,1,0,0
91944,3965,3,0,3,0,1,0,0
96794,3692,5,0,8,0,1,0,0
80739,3540,3,0,35,0,2,0,0
35233,1793,2,0,3,0,1,0,0
35233,2513,2,0,6,0,1,0,0
50839,604,2,1,1,0,1,0,0
50839,3458,2,1,0,0,1,0,0
99476,1360,5,0,0,0,1,0,0
62887,4472,3,0,0,0,1,0,0
62887,2904,3,0,7,0,4,0,1
62887,1785,3,0,1,0,3,0,0
26496,3854,5,0,3,0,1,0,0
100789,4067,5,0,1,0,1,0,0
100789,3859,5,0,1,0,1,0,0
100789,2533,5,0,54,0,4,0,0
104863,3360,7,0,15,0,1,1,0
11204,4072,2,1,1,0,1,0,0
99145,1886,5,0,4,0,1,0,0
99826,1610,4,1,2,0,1,0,0
72416,999,2,1,1,0,1,0,0
72416,3464,2,1,7,0,1,0,1
41673,3576,2,0,2,0,1,0,0
37873,1245,5,0,3,0,1,1,0
18793,666,7,0,3,0,1,0,0
3144,2268,7,1,11,1,1,0,0
51282,2459,3,0,5,0,1,0,0
13353,833,2,0,3,0,2,0,0
49401,1020,7,0,1,0,1,0,0
66827,2977,6,1,4,0,3,0,0
64856,3956,2,0,4,0,1,0,0
31641,1047,5,1,1,0,1,0,0
37898,4594,7,2,16,0,1,0,0
64009,4594,2,1,0,0,1,0,1
81612,1897,5,0,6,0,2,0,0
81612,3807,5,0,2,0,1,0,0
92128,2054,4,1,1,0,1,0,0
92128,2366,4,1,4,0,1,0,0
92128,4013,4,1,0,0,2,0,0
84005,4161,2,2,2,0,1,0,0
84005,4772,2,2,2,0,1,0,0
94552,3442,7,1,1,0,1,0,0
62722,2888,7,2,5,0,1,0,0
47722,2184,5,1,1,0,1,0,0
47722,872,5,1,4,0,1,0,0
90413,2422,5,0,0,0,1,0,0
51834,593,1,0,1,0,1,0,0
51834,4067,1,0,10,0,3,0,0
100815,2618,1,1,3,0,1,0,0
74378,3740,7,0,1,0,1,0,0
35009,2667,7,0,1,0,1,1,0
30052,2422,1,1,6,0,2,0,0
71736,222,7,0,10,0,2,0,0
13062,1542,5,0,7,0,1,0,0
76701,2736,3,0,4,0,2,0,0
76701,2182,3,0,2,0,2,0,0
52639,610,7,0,2,0,1,0,0
85586,4988,7,1,2,0,1,1,0
10437,974,3,0,1,0,1,0,0
74870,3246,3,0,9,0,2,0,0
96356,720,2,1,3,0,1,0,0
38852,1264,7,2,3,0,1,0,0
77557,1897,2,0,11,0,1,0,0
77557,757,2,0,14,0,1,0,0
4137,4780,1,0,2,0,2,0,0
99211,4969,1,0,4,0,1,0,0
38060,688,7,0,4,0,1,1,0
38060,3692,7,0,1,0,1,0,0
2781,4062,7,0,3,0,1,0,0
9585,1822,3,0,0,0,1,0,0
9585,1897,3,0,2,0,1,0,0
9585,3901,3,0,1,0,2,0,0
77741,1857,2,1,5,0,1,0,0
27777,1949,2,0,1,0,1,0,0
78068,218,3,0,1,0,1,0,0
83155,3321,7,0,1,0,1,0,0
83155,3249,7,0,12,0,1,0,0
75191,2513,7,0,1,0,1,0,0
21671,1173,7,0,1,0,1,0,0
40456,530,5,1,3,0,1,0,0
9831,2731,1,0,0,0,2,0,0
8622,1511,3,0,5,0,1,0,0
8622,814,3,0,0,0,3,0,0
21815,4634,2,0,1,0,1,0,0
21815,1329,2,0,6,0,1,0,0
98940,3807,1,0,7,0,1,1,0
5275,3818,5,1,1,0,1,0,0
12404,210,6,0,5,0,1,0,0
12404,1907,6,0,13,0,1,0,0
86038,912,3,0,9,0,1,0,0
97148,2643,3,0,9,0,1,0,0
97148,750,3,0,1,0,1,0,0
23886,2534,7,0,8,0,1,0,0
94574,2138,7,0,7,0,3,0,0
94574,449,7,0,1,0,1,0,0
97180,499,3,0,0,0,2,0,0
81650,2131,3,0,1,0,1,0,0
81650,3042,3,0,2,0,1,0,0
27344,2548,5,0,1,0,1,0,0
27344,2234,5,0,34,0,2,0,0
90773,2385,1,0,0,0,2,0,0
69376,2353,2,1,8,0,2,0,0
55584,887,7,2,1,0,1,0,0
100714,2255,4,0,2,0,1,0,0
94600,1878,2,0,2,0,1,0,0
65824,2198,2,0,8,0,2,0,0
33082,2373,2,0,2,0,1,0,0
25668,397,5,0,5,0,1,0,0
83386,4072,2,1,1,0,1,0,0
83386,2459,2,1,2,0,1,0,0
38496,646,3,0,6,0,1,0,0
43470,3938,1,0,4,0,2,0,0
